"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.id";"from.name";"created_time";"updated_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count";"id"
"RameshgayanFernando/2129348240518255_4716819558437764/2129348240518255_4716819558437764";"11667";"11621";"2";"2129348240518255_4716819558437764";"data";"data.*";"fetched (200)";"2022-08-01 22:22:04.406379";"Facebook:/<post-id>/comments";"";"";"2021-12-30T06:10:04+0000";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4716819558437764/112333653824987_497266708665011";"12113";"11621";"2";"112333653824987_497266708665011";"data";"data.*";"fetched (200)";"2022-08-01 22:23:07.343988";"Facebook:/<post-id>/sharedposts";"";"";"2022-03-27T02:48:37+0000";"";"";"";"";"";"";"";"";"";"";"";"112333653824987_497266708665011"
"RameshgayanFernando/2129348240518255_4716819558437764/2129348240518255_4716819558437764";"12114";"11621";"2";"2129348240518255_4716819558437764";"offcut";"";"fetched (200)";"2022-08-01 22:23:07.343988";"Facebook:/<post-id>/sharedposts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545";"11622";"11613";"1";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:20:09.734414";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2021-12-02T12:05:43+0000";"2022-04-28T01:46:46+0000";"BRAND NEW LUXURY HOUSE KOTTE COLOMBO SRI LANKA  HOUSES&LAND.LK  Location - Kotte Madiwela road   Perches - 8.2 Size - 4000 sqft Bedrooms - 4 Bathrooms - 3 Living area Dining area Kitchen Water & Electricity facilities Vehicle parking space for 2 vehicles 1000 sq.ft roof top 20 feets access road to the house 4 km to Nugegoda town  1 km to Jayawardhanapura hospital 2 km to Parliament 1 km to the Jogging Track Located at quiet environment Highly residential area Don't miss out Ideal investment  20ft access road  More details & book your appointment for inspection call Us +94752264558 Email - housesandlandlk1@gmail.com  Price  48,000,000 ( Negotiable )  #BrandnewHouse #Forsale #kotte #Colombosrilanka🇱🇰 #LuxuryLiving #luxurylivingstyle #dreamluxuryhome #dreamhomegoals #living #home #GoodForInvestment #propertyinvestor #DontMissThisDeal";"63";"15";"162";"143";"18";"0";"1";"0";"0";"2129348240518255_4610241759095545"
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11668";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-03T03:51:19+0000";"";"Let me know if property owner can accept 380 Lacks.";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11669";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-02T14:49:45+0000";"";"Where about in kotte pls";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11670";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-19T03:13:18+0000";"";"So beautiful house";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11671";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2022-04-27T18:45:56+0000";"";"Did you say 48 million";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11672";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-10T14:03:22+0000";"";"Wow beautifulll house😪";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11673";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-02T12:45:52+0000";"";"Jason de Silva";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11674";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-04T10:51:47+0000";"";"Ismini Amarasinghe";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11675";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-03T12:42:19+0000";"";"Janitha Dilruksha";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11676";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-02T13:58:55+0000";"";"Ahamed Anzel";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11677";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-16T05:34:25+0000";"";"Ravindu Gunawardhana";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11678";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-12T03:40:17+0000";"";"Rajitha ChandraskeraDM Chandrasekara";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"11679";"11622";"2";"2129348240518255_4610241759095545";"data";"data.*";"fetched (200)";"2022-08-01 22:22:05.001320";"Facebook:/<post-id>/comments";"";"";"2021-12-16T06:53:52+0000";"";"Kalanie Fernando";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4610241759095545/2129348240518255_4610241759095545";"12115";"11622";"2";"2129348240518255_4610241759095545";"empty";"";"fetched (200)";"2022-08-01 22:23:08.460380";"Facebook:/<post-id>/sharedposts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_5004789566307427";"11626";"11613";"1";"2129348240518255_5004789566307427";"data";"data.*";"fetched (200)";"2022-08-01 22:20:36.105816";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2022-03-30T06:22:14+0000";"2022-03-30T09:05:30+0000";"CINNAMON LIFE  APARTMENT CITY - COLOMBO 2 - SRI LANKA   HOUSES&LAND.LK   • Cinnamon Life, Colombo 2 • Brand New Modern Luxury Apartment • Above 9th Floor  • City View And Sea View  • 1,238 sqft • 2 Bedrooms  • 2 Washrooms • Large balcony • Fully fitted pantry • Available for immediate occupation  • PRICE LKR 95million  More details & book your appointment for inspection contact Us Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 7522 64 558 -  +94 70 193 7033   #bestpropertiesinsrilanka  #housesandlandlk  #apartment #apartmentdecor #apartmentforsale #apartmentliving #apartments #apartmentsearch #apartmentsforsale #detroitapartments #dreamhome #homeforsale #househunting #investmentproperty #luxuryapartments #milliondollarlisting #newhome  #propertyinvestment #realestate #realestateforsale #buyer #buyers #investing #investor #investors #investorlife #propertyinvestor #realtor #realtorlife #realty #strategicbranding #tangerang #dontmissout #valueinvesting #valueyourself";"10";"0";"8";"8";"0";"0";"0";"0";"0";"2129348240518255_5004789566307427"
"RameshgayanFernando/2129348240518255_5004789566307427/2129348240518255_5004789566307427";"11680";"11626";"2";"2129348240518255_5004789566307427";"empty";"";"fetched (200)";"2022-08-01 22:22:05.708691";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_5004789566307427/2129348240518255_5004789566307427";"12116";"11626";"2";"2129348240518255_5004789566307427";"empty";"";"fetched (200)";"2022-08-01 22:23:09.340449";"Facebook:/<post-id>/sharedposts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757";"11627";"11613";"1";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:20:36.105816";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2022-03-24T08:23:03+0000";"2022-06-01T05:43:45+0000";"COLOMBO 02, ALTAIR APARTMENT   HOUSES&LAND.LK  Above 12 th Floor Straight Tower (Lake View)  1627sq / 130 sq balcony  3 Bedrooms & 2 Bathrooms  1 Powder Room Maid Room & Bathroom Really Good Investment property   Don’t Miss out   ( Price Upon request only )   More details & book your appointment for inspection contact Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 7522 64 558 - +94 70 193 7033   #bestpropertiesinsrilanka  #housesandlandlk  #apartment #apartmentdecor #apartmentforsale #apartmentliving #apartments #apartmentsearch #apartmentsforsale #detroitapartments #dreamhome #homeforsale #househunting #investmentproperty #luxuryapartments #milliondollarlisting #newhome  #propertyinvestment #realestate #realestateforsale #realtor #realtorlife #realty #strategicbranding #tangerang #dontmissout #valueinvesting #valueyourself";"20";"19";"15";"15";"0";"0";"0";"0";"0";"2129348240518255_4989019601217757"
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11681";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-28T05:06:54+0000";"";"Price please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11682";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-27T12:04:20+0000";"";"Price please and more details please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11683";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-06-01T05:32:32+0000";"";"Price";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11684";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T09:01:56+0000";"";"Price please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11685";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-25T02:30:00+0000";"";"Send the price pls.";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11686";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-26T08:49:38+0000";"";"Hi price of this property please?";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11687";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-27T18:21:25+0000";"";"Price please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11688";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T08:52:43+0000";"";"Price please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11689";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-27T06:46:31+0000";"";"Price pls";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11690";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-25T07:16:14+0000";"";"Price please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11691";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-25T04:23:46+0000";"";"Price please";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11692";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T09:51:23+0000";"";"Price plz";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11693";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-26T15:55:05+0000";"";"Price plz";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11694";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T14:03:47+0000";"";"Price Please?";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11695";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-25T04:49:45+0000";"";"Price please?";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11696";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T10:51:52+0000";"";"Price ?";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11697";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T09:05:20+0000";"";"Over 100Mn i think.";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"11698";"11627";"2";"2129348240518255_4989019601217757";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.222131";"Facebook:/<post-id>/comments";"";"";"2022-03-24T08:58:22+0000";"";"Nayanajith Sandaruwan";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4989019601217757/112333653824987_497266395331709";"12117";"11627";"2";"112333653824987_497266395331709";"data";"data.*";"fetched (200)";"2022-08-01 22:23:10.057388";"Facebook:/<post-id>/sharedposts";"";"";"2022-03-27T02:47:58+0000";"";"";"";"";"";"";"";"";"";"";"";"112333653824987_497266395331709"
"RameshgayanFernando/2129348240518255_4989019601217757/2129348240518255_4989019601217757";"12118";"11627";"2";"2129348240518255_4989019601217757";"offcut";"";"fetched (200)";"2022-08-01 22:23:10.057388";"Facebook:/<post-id>/sharedposts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4926877404098644";"11628";"11613";"1";"2129348240518255_4926877404098644";"data";"data.*";"fetched (200)";"2022-08-01 22:20:36.105816";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2022-03-01T06:38:09+0000";"2022-03-04T14:12:30+0000";"HOUSE FOR SALE IN PILIYANDALA - COLOMBO - SRI LANKA  HOUSES& LAND.LK  Located in Makandana piliyandala 800m for main road  12 Perch land size Bedrooms - 4 Bathrooms - 4 Living area - 2 Vehicle parking - 3 Pantry and kitchen Roller shutter gate Big Garden space Hot water system Master bedroom ( A/C ) Cctv system Road feet 20 Selling all the Furnitures including  Bank loans facilities available✅ Price 35M negotiable More details & book your appointment for inspection contact  Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 752264558   #House #forsale #Piliyandala  #colombosrilanka #superbhouse #residentialproperty #homegoals  #luxurylivingstyle #luxurylifestyles #dreamhome  #propertyinvestor #investinyourself #valueinvesting #forhouse #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk";"41";"6";"274";"251";"23";"0";"0";"0";"0";"2129348240518255_4926877404098644"
"RameshgayanFernando/2129348240518255_4926877404098644/2129348240518255_4926877404098644";"11699";"11628";"2";"2129348240518255_4926877404098644";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.935618";"Facebook:/<post-id>/comments";"";"";"2022-03-04T01:37:22+0000";"";"What is the price for this?";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4926877404098644/2129348240518255_4926877404098644";"11700";"11628";"2";"2129348240518255_4926877404098644";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.935618";"Facebook:/<post-id>/comments";"";"";"2022-03-04T10:22:57+0000";"";"Pay instalment";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4926877404098644/2129348240518255_4926877404098644";"11701";"11628";"2";"2129348240518255_4926877404098644";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.935618";"Facebook:/<post-id>/comments";"";"";"2022-03-03T04:40:53+0000";"";"Dinuja Deshan";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4926877404098644/2129348240518255_4926877404098644";"11702";"11628";"2";"2129348240518255_4926877404098644";"data";"data.*";"fetched (200)";"2022-08-01 22:22:06.935618";"Facebook:/<post-id>/comments";"";"";"2022-03-02T07:33:37+0000";"";"How mach";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_4926877404098644/112333653824987_497266635331685";"12119";"11628";"2";"112333653824987_497266635331685";"data";"data.*";"fetched (200)";"2022-08-01 22:23:10.768759";"Facebook:/<post-id>/sharedposts";"";"";"2022-03-27T02:48:26+0000";"";"";"";"";"";"";"";"";"";"";"";"112333653824987_497266635331685"
"RameshgayanFernando/2129348240518255_4926877404098644/103806858064509_468082081636983";"12120";"11628";"2";"103806858064509_468082081636983";"data";"data.*";"fetched (200)";"2022-08-01 22:23:10.768759";"Facebook:/<post-id>/sharedposts";"";"";"2022-03-03T21:05:28+0000";"";"";"";"";"";"";"";"";"";"";"";"103806858064509_468082081636983"
"RameshgayanFernando/2129348240518255_4926877404098644/2129348240518255_4926877404098644";"12121";"11628";"2";"2129348240518255_4926877404098644";"offcut";"";"fetched (200)";"2022-08-01 22:23:10.768759";"Facebook:/<post-id>/sharedposts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_5084234085029641";"11630";"11613";"1";"2129348240518255_5084234085029641";"data";"data.*";"fetched (200)";"2022-08-01 22:20:41.704111";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2022-04-29T10:13:22+0000";"2022-07-18T10:50:03+0000";"ARCHITECTURE DESIGN BRAND NEW HOUSE THALAWATHUGODA COLOMBO SRI LANKA   HOUSES&LAND.LK  Brand New House  Located in Kalalgoda - Gramodaya mawatha.  Property Details 👇   10.5 perch land size  3500sqft 15Ft road facing  One airconditioned bed room ,  1 bathroom ,living/ dining  area, pantry , kitchen,  survents quarters verandah kitchen cupboards with granite top &  4 burner cooker / oven. Modern  powder quoted aluminium cupboards  with Quartz top for pantry. 2 Vehicle parking space landscaped garden  3 - airconditioned bedrooms  2 - bathrooms ,tv lobby ,balconies Rooftop area  Materials - Tiles - Rocell / lanka tiles Toilet fittings - rocell shower cubicles with tempored glass. Pressure pump  Termite treatment from Master pest control services with warranty,  100 % brick walls Doors/windows- mahogani timber room doors - mahogani  timber Iron - Lanwa Cement- ultrateck & sanstha. Roof - timber ceiling with exposed rafters solar hotwater- solar king pvt ltd Remote controlled roller shutter -  Elcado or threesingha Elect switches- ACL Elegance type 3 phase electricity  Price - LKR 56Million  contact Us Email : housesandlandlk1@gmail.com Viewing call now👇 Whatsapp / Viber / Message : +94 752264558   #bestpropertiesinsrilanka  #housesandlandlk #brandnewhouse #kalalgoda_srilanka #housebuyers #luxurylifestyle #foryou #greatinvestment #buyhouse #living #relax #homedecor #houselovers #realtor #dreamhome #househunting #investor #dontmissout #goodprice #valueprice #home";"5";"2";"71";"68";"3";"0";"0";"0";"0";"2129348240518255_5084234085029641"
"RameshgayanFernando/2129348240518255_5084234085029641/2129348240518255_5084234085029641";"11703";"11630";"2";"2129348240518255_5084234085029641";"data";"data.*";"fetched (200)";"2022-08-01 22:22:07.551048";"Facebook:/<post-id>/comments";"";"";"2022-05-03T02:18:14+0000";"";"Is the price negotiable?";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_5084234085029641/2129348240518255_5084234085029641";"11704";"11630";"2";"2129348240518255_5084234085029641";"data";"data.*";"fetched (200)";"2022-08-01 22:22:07.551048";"Facebook:/<post-id>/comments";"";"";"2022-07-18T10:50:03+0000";"";"Is this still available";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_5084234085029641/2129348240518255_5084234085029641";"12122";"11630";"2";"2129348240518255_5084234085029641";"empty";"";"fetched (200)";"2022-08-01 22:23:11.892575";"Facebook:/<post-id>/sharedposts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
