"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.id";"from.name";"created_time";"updated_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"blueoceansl/144005052321421_5202264036495472";"14483";"12159";"1";"144005052321421_5202264036495472";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-16T03:29:45+0000";"2021-01-16T10:39:44+0000";"Nuwara Eliya, also known as the 'Little' England', was the favourite hill station of the British who tried to create the resort into a typical English village. Along with the beautiful Victoria Park, Antique valued Post Office, Country house like the Hill Club, large Golf Playground, Crystal clear Lake Gregory, historical Seethai Amman Temple, Hakgala Botanical gardens, breath-taking waterfalls like the Devon and St. Clair and lush green tea estates, tea factories botanically rich Horton Plains and several other gifts blessed by Mother Nature. This is what awaits you!  Call us on +94 777 546 546/ +94 777 121 914 for your dream holiday home in an unbelievable location.";"4";"1";"9";"9";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5202264036495472/144005052321421_5202264036495472";"39369";"14483";"2";"144005052321421_5202264036495472";"data";"data.*";"fetched (200)";"2022-08-05 15:23:43.966231";"Facebook:/<post-id>/comments";"";"";"2021-01-16T10:39:44+0000";"";"How much 2room flat";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5199609886760887";"14484";"12159";"1";"144005052321421_5199609886760887";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-15T04:44:28+0000";"2021-01-26T23:30:50+0000";"Blue Ocean prides itself on providing you luxury apartments at the best locations in Colombo, Mount Lavinia and Nuwara Eliya.  Call us on +94 777 546 546 or visit us at www.blueoceangroup.lk for more details.";"2";"2";"13";"13";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5199609886760887/144005052321421_5199609886760887";"39370";"14484";"2";"144005052321421_5199609886760887";"data";"data.*";"fetched (200)";"2022-08-05 15:23:44.470030";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:30:50+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5199609886760887/144005052321421_5199609886760887";"39371";"14484";"2";"144005052321421_5199609886760887";"data";"data.*";"fetched (200)";"2022-08-05 15:23:44.470030";"Facebook:/<post-id>/comments";"";"";"2021-01-15T12:38:34+0000";"";"Land with 2 story house in Colombo 05, 55M, 400m to Baseline Road, 30 feet road, contact 0775684714";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5198232906898585";"14485";"12159";"1";"144005052321421_5198232906898585";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-14T17:15:07+0000";"2021-01-26T23:30:54+0000";"";"1";"1";"4";"4";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5198232906898585/144005052321421_5198232906898585";"39372";"14485";"2";"144005052321421_5198232906898585";"data";"data.*";"fetched (200)";"2022-08-05 15:23:45.171205";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:30:54+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5198186566903219";"14486";"12159";"1";"144005052321421_5198186566903219";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-14T16:50:30+0000";"2021-01-26T23:30:58+0000";"Today Blue Ocean and Link Engineering  Technical Division Officers , Surveyor Mr. Liyanage , Structural Engineer Mr. Laksiri Cooray , Team leader piling and Crack Surveyor's representative visited the site and finalised the piling work arrangements. Structural Engineer issued all the required instructions at the site to start the piling process. Already piling team mobilised and started the initial work. Setting out work completed by the surveyor.call us on 0777546546 for your dream holiday home in an unbelievable location  Www.blueocean.lk";"2";"2";"13";"13";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5198186566903219/144005052321421_5198186566903219";"39373";"14486";"2";"144005052321421_5198186566903219";"data";"data.*";"fetched (200)";"2022-08-05 15:23:45.816269";"Facebook:/<post-id>/comments";"";"";"2021-01-15T07:48:16+0000";"";"Ayngkaran sir how are you...?";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5198186566903219/144005052321421_5198186566903219";"39374";"14486";"2";"144005052321421_5198186566903219";"data";"data.*";"fetched (200)";"2022-08-05 15:23:45.816269";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:30:58+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5196679943720548";"14487";"12159";"1";"144005052321421_5196679943720548";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-14T03:35:17+0000";"2021-01-26T23:31:03+0000";"Happy Pongal";"";"1";"15";"15";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5196679943720548/144005052321421_5196679943720548";"39375";"14487";"2";"144005052321421_5196679943720548";"data";"data.*";"fetched (200)";"2022-08-05 15:23:46.495990";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:31:03+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5194375317284344";"14488";"12159";"1";"144005052321421_5194375317284344";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-13T06:49:08+0000";"2021-01-26T23:31:08+0000";"An ideal location in one of Sri Lanka’s historical districts. Kurunegala is surrounded by a serene environment and is a top & developing destination.  #srilanka #land #realestate #Kurunegala #blueocean";"";"1";"5";"5";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5194375317284344/144005052321421_5194375317284344";"39376";"14488";"2";"144005052321421_5194375317284344";"data";"data.*";"fetched (200)";"2022-08-05 15:23:47.145334";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:31:08+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5191835757538300";"14489";"12159";"1";"144005052321421_5191835757538300";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-12T07:14:42+0000";"2021-01-12T07:14:42+0000";"one of Blue Ocean’s highly exceptional apartments with plenty of access to breathtaking views of the Mount Lavinia Beach. Take the chance to unwind and live comfortably away from the stress-inducing lifestyle.  Location: · Adjacent to S. Thomas College · Walking distance to Mount Lavinia Beach · Walking distance to Mount Hotel, Mount Breeze Hotel & Berjaya Hotel · Leading Super Markets, Shopping Malls, Restaurants and Cafes · Beautiful beaches to explore  Mount Lavinia, a city packed with tourists, is rapidly becoming the go-to place to live and lead an impressive life with its warm sense of diverse community. Having a mushrooming reputation within expats, this city is home to the world-famous Mount Lavinia hotel–perhaps one of the most legendary places in Colombo.";"2";"0";"13";"13";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5191835757538300/144005052321421_5191835757538300";"39377";"14489";"2";"144005052321421_5191835757538300";"empty";"";"fetched (200)";"2022-08-05 15:23:47.716641";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5189138511141358";"14490";"12159";"1";"144005052321421_5189138511141358";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-11T05:54:36+0000";"2021-01-26T23:31:18+0000";"With a glorious view of the city, our on-going condominium is situated at the epitome of luxury living in Colombo 03, where you can have easy access to many incredible places to suit your lifestyle.   From magnificent views from your balcony to the open kitchen, this luxurious apartment will give you a sense of comfort and freedom with all inclusive amenities which includes a swimming pool and gym.  #Construction #RealEstate #LuxuryLiving #Apartments #Colombo #MountLavinia #NuwaraEliya";"3";"5";"11";"11";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5189138511141358/144005052321421_5189138511141358";"39378";"14490";"2";"144005052321421_5189138511141358";"data";"data.*";"fetched (200)";"2022-08-05 15:23:48.096144";"Facebook:/<post-id>/comments";"";"";"2021-01-11T06:02:50+0000";"";"Dear Manager,  I have completed my academic programme of civil engineering. Now I am looking for industrial training for 5 months. I would like to work in your company. I have attached my CV with this email. I am not expecting a good salary from you rather than I am expecting a good site which can gain more knowledge regarding construction activities. Hope to hear a good reply from you soon.";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5189138511141358/144005052321421_5189138511141358";"39379";"14490";"2";"144005052321421_5189138511141358";"data";"data.*";"fetched (200)";"2022-08-05 15:23:48.096144";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:31:18+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5189138511141358/144005052321421_5189138511141358";"39380";"14490";"2";"144005052321421_5189138511141358";"data";"data.*";"fetched (200)";"2022-08-05 15:23:48.096144";"Facebook:/<post-id>/comments";"";"";"2021-01-18T02:24:09+0000";"";"?";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5183651955023347";"14491";"12159";"1";"144005052321421_5183651955023347";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-09T03:42:01+0000";"2021-01-26T23:31:23+0000";"Live an uptown urban lifestyle at Blue Ocean’s alluring home flanked by the renowned Galle Road and Marine Drive. Perfectly located with spectacular panoramic views of the Colombo beachfront, the impeccable apartment reflects elegance and simplicity together.  The classily designed residence claims 10 residential floors comprised of 45 units with a union of 2- 3 bedrooms facilitated with sufficient cross-ventilation, soothing sea breeze, and comfortable fittings make it a welcoming home. Location: • Opposite to Ramakrishna Mission • 5 Minutes’ Drive to St. Peters College & Muslim Ladies College • Close to Rudra PlayGround • Close to Colombo - Jaffna Bus Point • Walking Distance to Leading Banks & Cinemas  Impressive payment plans and bank loans available.  Contact + 94 777 546 546/ 777 121 914/ 777 121 924 for further details.";"3";"1";"7";"7";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5183651955023347/144005052321421_5183651955023347";"39381";"14491";"2";"144005052321421_5183651955023347";"data";"data.*";"fetched (200)";"2022-08-05 15:23:48.857112";"Facebook:/<post-id>/comments";"";"";"2021-01-26T23:31:23+0000";"";"I Have tried different trading platform, my last experience with Mrs Hendrick Jennifer is the best ever, I traded with $500 and within a week i made profits of $6,500 and to my greatest surprise no extra charge was paid for my withdrawal. So I recommend Hendrick Jennifer platform for effective trade to every one. Email:Hendrickjennifer550@gmail.com  WhatsApp no: +14243585896";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5180859341969275";"14492";"12159";"1";"144005052321421_5180859341969275";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-08T01:45:54+0000";"2021-01-08T01:45:54+0000";"";"1";"0";"11";"9";"2";"0";"0";"0";"0"
"blueoceansl/144005052321421_5180859341969275/144005052321421_5180859341969275";"39382";"14492";"2";"144005052321421_5180859341969275";"empty";"";"fetched (200)";"2022-08-05 15:23:49.495716";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5180858211969388";"14493";"12159";"1";"144005052321421_5180858211969388";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-08T01:45:22+0000";"2021-01-08T01:45:22+0000";"";"";"0";"6";"6";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5180858211969388/144005052321421_5180858211969388";"39383";"14493";"2";"144005052321421_5180858211969388";"empty";"";"fetched (200)";"2022-08-05 15:23:49.879483";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5178598228862053";"14494";"12159";"1";"144005052321421_5178598228862053";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-07T03:44:38+0000";"2021-01-07T03:44:38+0000";"Where your dream home becomes a reality.";"2";"0";"11";"11";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5178598228862053/144005052321421_5178598228862053";"39384";"14494";"2";"144005052321421_5178598228862053";"empty";"";"fetched (200)";"2022-08-05 15:23:50.271589";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5176345249087351";"14495";"12159";"1";"144005052321421_5176345249087351";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-06T06:19:47+0000";"2021-01-06T06:19:47+0000";"Let Living in the heart of Colombo 5 with all you need right around the corner.";"2";"0";"9";"9";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5176345249087351/144005052321421_5176345249087351";"39385";"14495";"2";"144005052321421_5176345249087351";"empty";"";"fetched (200)";"2022-08-05 15:23:50.679850";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"blueoceansl/144005052321421_5173780786010464";"14496";"12159";"1";"144005052321421_5173780786010464";"data";"data.*";"fetched (200)";"2022-08-05 14:51:07.703783";"Facebook:/<page-id>/posts";"144005052321421";"Blue Ocean Group";"2021-01-05T04:48:17+0000";"2021-01-05T04:48:17+0000";"Pursue an exclusive lifestyle at Blue Ocean Apartments! We assure elegance, comfort, and exceptional returns.  Recreational Facilities: Includes a Visitor's lounge. Swimming pool in the Rooftop. Function Hall. Fully equipped Gym facilities.";"2";"0";"11";"11";"0";"0";"0";"0";"0"
"blueoceansl/144005052321421_5173780786010464/144005052321421_5173780786010464";"39386";"14496";"2";"144005052321421_5173780786010464";"empty";"";"fetched (200)";"2022-08-05 15:23:51.138547";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
