"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.id";"from.name";"created_time";"updated_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"327158650971191_1557869387900105/327158650971191_1683377112015998/327158650971191_1683377112015998";"43915";"43800";"2";"327158650971191_1683377112015998";"empty";"";"fetched (200)";"2022-08-05 17:16:52.683427";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1706058929747816";"43802";"12157";"1";"327158650971191_1706058929747816";"data";"data.*";"fetched (200)";"2022-08-05 17:05:33.687091";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-08-03T07:02:28+0000";"2021-08-03T07:02:28+0000";"Vacancy for a Technician in a leading company.  Job Requirements  - Good knowledge in TV repairing. - Living close to Battaramulla or Colombo and suburbs preferred.  Phone Interviews Only. Please call 0776120766 between 09.30 am until 06.30 pm on Weekdays and Weekends.";"";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1706058929747816/327158650971191_1706058929747816";"43860";"43802";"2";"327158650971191_1706058929747816";"empty";"";"fetched (200)";"2022-08-05 17:08:15.764592";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1706058929747816/327158650971191_1706058929747816";"43916";"43802";"2";"327158650971191_1706058929747816";"empty";"";"fetched (200)";"2022-08-05 17:16:53.295629";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1741717616181947";"43804";"12157";"1";"327158650971191_1741717616181947";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-17T11:01:12+0000";"2021-09-17T11:01:12+0000";"";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1741717616181947/327158650971191_1741717616181947";"43861";"43804";"2";"327158650971191_1741717616181947";"empty";"";"fetched (200)";"2022-08-05 17:08:16.168103";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1741717616181947/327158650971191_1741717616181947";"43917";"43804";"2";"327158650971191_1741717616181947";"empty";"";"fetched (200)";"2022-08-05 17:16:53.815294";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1734978643522511";"43805";"12157";"1";"327158650971191_1734978643522511";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-08T13:34:18+0000";"2021-09-08T13:34:18+0000";"Our sister company into IT, located in Colombo 05 is looking for an experienced WordPress developer  Experience:  - 1 to 2 years of experience in WordPress Development - Excellent knowledge in PHP and HTML5 - Ability to test and deploy production websites  Job Roles and Responsibilities  - Create new websites using WordPress and modify existing websites as per client preference - Backup all the websites and make sure there is zero downtime on all the live websites - Stage website when updating Themes, Plugins, Features and deploy successfully on live website  If you feel, you have the right skills, we would love to hear from you. You can send us your resume by clicking the Apply Button or WhatApp / Call us on 0777 669669 to arrange a phone interview.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1734978643522511/327158650971191_1734978643522511";"43862";"43805";"2";"327158650971191_1734978643522511";"empty";"";"fetched (200)";"2022-08-05 17:08:16.583104";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1734978643522511/327158650971191_1734978643522511";"43918";"43805";"2";"327158650971191_1734978643522511";"empty";"";"fetched (200)";"2022-08-05 17:16:54.328480";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1734059716947737";"43806";"12157";"1";"327158650971191_1734059716947737";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T08:16:28+0000";"2021-09-07T08:16:28+0000";"Our sister company is looking for an e-commerce Manager to handle the multi-vendor e-commerce platform.  Required Experience: - At-least 1 year experience working in an e-commerce business platform (Compulsory) - Good communication skills in English and Sinhala or Tamil - Leadership qualities - Ideally someone living closer to Colombo or Suburbs  Job Roles and Responsibilities - Handle the entire e-commerce platform and run the day to day operation - Source for new suppliers, communicate with existing suppliers and maintain an inventory list at all times - Maintain an in-house product collection by purchasing relevant products and keep an inventory of same - Communicate with the courier partners and maintain an effective communication channel with all parties - Do promotions and marketing campaign to attract customers and increase sales - Provide sales and performance reports to the Management at the end of each month  If you are interested to participate in a phone interview, please WhatsApp to 0777669669 mentioning interest about the position for e-commerce Manager.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1734059716947737/327158650971191_1734059716947737";"43863";"43806";"2";"327158650971191_1734059716947737";"empty";"";"fetched (200)";"2022-08-05 17:08:16.932677";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1734059716947737/327158650971191_1734059716947737";"43919";"43806";"2";"327158650971191_1734059716947737";"empty";"";"fetched (200)";"2022-08-05 17:16:54.734846";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974173622958";"43807";"12157";"1";"327158650971191_1733974173622958";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:12:11+0000";"2021-09-07T05:12:11+0000";"Our sister company (Atrium Technologies) is looking for a Web Developer  - 1 to 2 years of experience. - Good command of English. - Knowledge in HTML5, CSS, PHP. - Living in Colombo or suburbs. - Should be able to present few portfolio of completed projects during the interview.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1733974173622958/327158650971191_1733974173622958";"43864";"43807";"2";"327158650971191_1733974173622958";"empty";"";"fetched (200)";"2022-08-05 17:08:17.302648";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974173622958/327158650971191_1733974173622958";"43920";"43807";"2";"327158650971191_1733974173622958";"empty";"";"fetched (200)";"2022-08-05 17:16:55.144223";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974100289632";"43808";"12157";"1";"327158650971191_1733974100289632";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:12:10+0000";"2021-09-07T05:12:10+0000";"Our sister company (Atrium Technologies) is looking for a Trainee Web Developer  - O/L or A/L qualified. - Should know the basics of Websites, Computers and a likeness to Information Technology. - Should be someone living in Colombo or suburbs. - Selected candidate will be provided 6 months on-the-job training and absorbed into permanent position.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1733974100289632/327158650971191_1733974100289632";"43865";"43808";"2";"327158650971191_1733974100289632";"empty";"";"fetched (200)";"2022-08-05 17:08:17.712748";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974100289632/327158650971191_1733974100289632";"43921";"43808";"2";"327158650971191_1733974100289632";"empty";"";"fetched (200)";"2022-08-05 17:16:55.561408";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974086956300";"43809";"12157";"1";"327158650971191_1733974086956300";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:12:09+0000";"2021-09-07T05:12:09+0000";"An institution located in Bambalapitiya is looking for an Administration Assistant to overlook the day to day operations of the institution.  Job Requirement - Should be able to converse in all 3 languages (English, Sinhala and Tamil) - Should be living close to Colombo or Greater Colombo. - Candidates after O/L's or A/L's can also apply as Trainee Assistants.  Only phone interviews will be conducted. Please call us on 0766715506 between 09.30 am until 06.30 pm on weekdays.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1733974086956300/327158650971191_1733974086956300";"43866";"43809";"2";"327158650971191_1733974086956300";"empty";"";"fetched (200)";"2022-08-05 17:08:18.119032";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974086956300/327158650971191_1733974086956300";"43922";"43809";"2";"327158650971191_1733974086956300";"empty";"";"fetched (200)";"2022-08-05 17:16:55.969467";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974076956301";"43810";"12157";"1";"327158650971191_1733974076956301";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:12:08+0000";"2021-09-07T05:12:08+0000";"Our sister company located in Battaramulla is looking to fill a position for Accounts Assistant.  - In-charge of all accounts related work - Data entry of accounts entries and maintaining same. - Should be able to join immediately. - On-the-job training will be provided.  This is a permanent position.  We conduct phone interviews only, please call 0776120766";"";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1733974076956301/327158650971191_1733974076956301";"43867";"43810";"2";"327158650971191_1733974076956301";"empty";"";"fetched (200)";"2022-08-05 17:08:18.528474";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733974076956301/327158650971191_1733974076956301";"43923";"43810";"2";"327158650971191_1733974076956301";"empty";"";"fetched (200)";"2022-08-05 17:16:56.379035";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973900289652";"43811";"12157";"1";"327158650971191_1733973900289652";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:11:42+0000";"2021-09-07T05:11:42+0000";"Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.";"";"0";"3";"3";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1733973900289652/327158650971191_1733973900289652";"43868";"43811";"2";"327158650971191_1733973900289652";"empty";"";"fetched (200)";"2022-08-05 17:08:18.939378";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973900289652/327158650971191_1733973900289652";"43924";"43811";"2";"327158650971191_1733973900289652";"empty";"";"fetched (200)";"2022-08-05 17:16:56.888560";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973590289683";"43812";"12157";"1";"327158650971191_1733973590289683";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:10:56+0000";"2021-09-07T05:10:56+0000";"Vacancy for a Technician in a leading company.  Job Requirements  - Good knowledge in TV repairing. - Living close to Battaramulla or Colombo and suburbs preferred.  Phone Interviews Only. Please call 0776120766 between 09.30 am until 06.30 pm on Weekdays and Weekends.";"";"0";"1";"1";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1733973590289683/327158650971191_1733973590289683";"43869";"43812";"2";"327158650971191_1733973590289683";"empty";"";"fetched (200)";"2022-08-05 17:08:19.349501";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973590289683/327158650971191_1733973590289683";"43925";"43812";"2";"327158650971191_1733973590289683";"empty";"";"fetched (200)";"2022-08-05 17:16:57.501655";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973446956364";"43813";"12157";"1";"327158650971191_1733973446956364";"data";"data.*";"fetched (200)";"2022-08-05 17:05:39.694514";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-09-07T05:10:51+0000";"2021-09-07T05:10:51+0000";"Our sister company into IT Solutions is looking for a Business Development Manager to work with us on a contract basis.  For each successful sale, a fixed commission is paid and upon performance, the candidate could also expect a permanent position in the company with salary and perks.  Candidate Profile: 1. Excellent command of English and Sinhala / Tamil. 2. A Marketing related Diploma or Degree. 3. Atleast 1 year experience in Sales (IT Solutions preferred).  The company is willing to entertain phone interviews as per the current Covid-19 situation in the country. Interested candidates are requested to call on 0112513513 during weekdays between 10.00 am until 06.00 pm.";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973446956364/327158650971191_1733973446956364";"43870";"43813";"2";"327158650971191_1733973446956364";"empty";"";"fetched (200)";"2022-08-05 17:08:19.701638";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1733973446956364/327158650971191_1733973446956364";"43926";"43813";"2";"327158650971191_1733973446956364";"empty";"";"fetched (200)";"2022-08-05 17:16:57.912009";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1772088229811552";"43815";"12157";"1";"327158650971191_1772088229811552";"data";"data.*";"fetched (200)";"2022-08-05 17:05:45.086639";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-10-27T04:35:46+0000";"2021-10-27T04:35:46+0000";"Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.";"";"0";"3";"3";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1772088229811552/327158650971191_1772088229811552";"43871";"43815";"2";"327158650971191_1772088229811552";"empty";"";"fetched (200)";"2022-08-05 17:08:20.169380";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1772088229811552/327158650971191_1772088229811552";"43927";"43815";"2";"327158650971191_1772088229811552";"empty";"";"fetched (200)";"2022-08-05 17:16:58.287516";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1771494889870886";"43816";"12157";"1";"327158650971191_1771494889870886";"data";"data.*";"fetched (200)";"2022-08-05 17:05:45.086639";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-10-26T11:58:15+0000";"2021-10-26T11:58:15+0000";"Our sister company (Atrium Technologies) is looking for a Web Developer  - 1 to 2 years of experience. - Good command of English. - Knowledge in HTML5, CSS, PHP. - Living in Colombo or suburbs. - Should be able to present few portfolio of completed projects during the interview.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1771494889870886/327158650971191_1771494889870886";"43872";"43816";"2";"327158650971191_1771494889870886";"empty";"";"fetched (200)";"2022-08-05 17:08:20.750584";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1771494889870886/327158650971191_1771494889870886";"43928";"43816";"2";"327158650971191_1771494889870886";"empty";"";"fetched (200)";"2022-08-05 17:16:58.732988";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1764940107193031";"43817";"12157";"1";"327158650971191_1764940107193031";"data";"data.*";"fetched (200)";"2022-08-05 17:05:45.086639";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-10-18T05:48:57+0000";"2021-10-18T05:48:57+0000";"Our sister company is looking for an e-commerce Manager to handle the multi-vendor e-commerce platform.  Required Experience: - At-least 1 year experience working in an e-commerce business platform (Compulsory) - Good communication skills in English and Sinhala or Tamil - Leadership qualities - Ideally someone living closer to Colombo or Suburbs  Job Roles and Responsibilities - Handle the entire e-commerce platform and run the day to day operation - Source for new suppliers, communicate with existing suppliers and maintain an inventory list at all times - Maintain an in-house product collection by purchasing relevant products and keep an inventory of same - Communicate with the courier partners and maintain an effective communication channel with all parties - Do promotions and marketing campaign to attract customers and increase sales - Provide sales and performance reports to the Management at the end of each month  If you are interested to participate in a phone interview, please WhatsApp to 0777669669 mentioning interest about the position for e-commerce Manager.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1764940107193031/327158650971191_1764940107193031";"43873";"43817";"2";"327158650971191_1764940107193031";"empty";"";"fetched (200)";"2022-08-05 17:08:21.115358";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1764940107193031/327158650971191_1764940107193031";"43929";"43817";"2";"327158650971191_1764940107193031";"empty";"";"fetched (200)";"2022-08-05 17:16:59.111221";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1756074448079597";"43818";"12157";"1";"327158650971191_1756074448079597";"data";"data.*";"fetched (200)";"2022-08-05 17:05:45.086639";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-10-07T06:44:45+0000";"2021-10-07T06:44:45+0000";"Our sister company into IT is looking for a web developer with below qualifications  - Should have atleast 1 to 2 years of Mobile App Development Experience. - Should be highly skilled in using all or combination of React Native, Flutter, Xamarin, Ionic. - Hands-on experience using XCode and Android Studio is advantageous. - We are looking for someone who is a creative thinker  and can manage projects independently. - Those living close to Colombo / Suburbs are welcome to apply.  When applying, please mention few of your completed / ongoing projects.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1756074448079597/327158650971191_1756074448079597";"43874";"43818";"2";"327158650971191_1756074448079597";"empty";"";"fetched (200)";"2022-08-05 17:08:21.602362";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1756074448079597/327158650971191_1756074448079597";"43930";"43818";"2";"327158650971191_1756074448079597";"empty";"";"fetched (200)";"2022-08-05 17:16:59.654574";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1797154583971583";"43820";"12157";"1";"327158650971191_1797154583971583";"data";"data.*";"fetched (200)";"2022-08-05 17:05:49.764085";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-11-29T07:39:30+0000";"2021-11-29T07:39:30+0000";"Our sister company (Atrium Technologies) is looking for experienced Graphic Designers. - 1 to 2 years of experience. - Good command of English. - Living in Colombo or suburbs. - Be able to present a portfolio of previous work during interview.";"";"0";"3";"3";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1797154583971583/327158650971191_1797154583971583";"43875";"43820";"2";"327158650971191_1797154583971583";"empty";"";"fetched (200)";"2022-08-05 17:08:22.010473";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1797154583971583/327158650971191_1797154583971583";"43931";"43820";"2";"327158650971191_1797154583971583";"empty";"";"fetched (200)";"2022-08-05 17:17:00.044237";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1787427661610942";"43821";"12157";"1";"327158650971191_1787427661610942";"data";"data.*";"fetched (200)";"2022-08-05 17:05:49.764085";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-11-16T09:16:53+0000";"2021-11-29T06:25:14+0000";"We are a software company located in Colombo 05, looking for a suitable qualified candidate for the position of QA Engineer.  Required Skills - Degree in Computer Science - At-least 1 year of work experience as a QA Engineer - Excellent command of English Language - Capable of drafting, executing and maintaining test cases of Web, Mobile app or any other systems - Better understanding of Agile  Other Special Skills - Excellent Teamworking - Flexible - Time Management - Pleasant Personality  Selected candidates can expect a positive working environment with leadership opportunities.  Please attach your latest CV's. Kindly note that applications without CV's will be rejected.  Atrium Technologies Ltd - www.atrium.lk | atrium.global";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1787427661610942/327158650971191_1787427661610942";"43876";"43821";"2";"327158650971191_1787427661610942";"empty";"";"fetched (200)";"2022-08-05 17:08:22.525472";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1787427661610942/327158650971191_1787427661610942";"43932";"43821";"2";"327158650971191_1787427661610942";"empty";"";"fetched (200)";"2022-08-05 17:17:00.678172";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1783106602043048";"43822";"12157";"1";"327158650971191_1783106602043048";"data";"data.*";"fetched (200)";"2022-08-05 17:05:49.764085";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-11-10T12:32:57+0000";"2021-11-10T12:32:57+0000";"We are looking for an admin assistant with below requirements, for our E-Commerce Business.  - Should have completed G.C.E O/L - Fluent in spoken English and Sinhala or Tamil - Living close to Colombo - Those with Graphic Designing skills will be an added advantage.  The Job Role You need to overlook the Order Management and Fulfillment of our E-Commerce Business. From packing, handing over the items to the courier and other day to day tasks, you will be the central point. You are at an advantage, if you also possess Graphic Designing skills to design leaflets or banners.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1783106602043048/327158650971191_1783106602043048";"43877";"43822";"2";"327158650971191_1783106602043048";"empty";"";"fetched (200)";"2022-08-05 17:08:22.933399";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1783106602043048/327158650971191_1783106602043048";"43933";"43822";"2";"327158650971191_1783106602043048";"empty";"";"fetched (200)";"2022-08-05 17:17:01.054737";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1777706552583053";"43823";"12157";"1";"327158650971191_1777706552583053";"data";"data.*";"fetched (200)";"2022-08-05 17:05:49.764085";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-11-03T10:01:31+0000";"2021-11-03T10:01:31+0000";"Our sister company into IT Solutions is looking for part-time Sales Executives with the following experience.  - At-least 1 year of experience in Sales (Ideally in an IT sector would be highly advantageous) - A basic knowledge of using computers  We will provide an in-depth training for the selected candidates.  Attractive commission is on offer for the right candidate.  Only those who have attached a complete resume will be short-listed.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1777706552583053/327158650971191_1777706552583053";"43878";"43823";"2";"327158650971191_1777706552583053";"empty";"";"fetched (200)";"2022-08-05 17:08:23.547029";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1777706552583053/327158650971191_1777706552583053";"43934";"43823";"2";"327158650971191_1777706552583053";"empty";"";"fetched (200)";"2022-08-05 17:17:01.502891";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1807602136260161";"43825";"12157";"1";"327158650971191_1807602136260161";"data";"data.*";"fetched (200)";"2022-08-05 17:05:56.999146";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-12-14T03:56:53+0000";"2021-12-14T03:56:53+0000";"Here's an ideal opportunity to generate a Passive Income. Own this fabulous piece of land facing the Colombo - Puttalam Main Road.  Ideal Location to start a Self-owned business like Restaurant, Wedding Hall, Petrol Shed, Hospital, Supermarket or any other such business. You can even start an agricultural farm or coconut estate here.   This is the only land available at this location and currently offered at a competitive price. So grab this offer soon before the prices are raised.  Property Features: - 200 Perches With High Main Road Frontage - 2.5 km to Palavi - Kalpitiya Road - Clear Deed  For more details / pricing - Call or WhatsApp 0777669669  #property #srilankaproperty #realestate #srilankarealestate #srilanka #colombo #landinsrilanka #landforsalesrilanka #Puttalam";"";"0";"15";"14";"1";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1807602136260161/327158650971191_1807602136260161";"43879";"43825";"2";"327158650971191_1807602136260161";"empty";"";"fetched (200)";"2022-08-05 17:08:23.959557";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1807602136260161/327158650971191_1807602136260161";"43935";"43825";"2";"327158650971191_1807602136260161";"empty";"";"fetched (200)";"2022-08-05 17:17:01.852714";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1806893606331014";"43826";"12157";"1";"327158650971191_1806893606331014";"data";"data.*";"fetched (200)";"2022-08-05 17:05:56.999146";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2021-12-13T03:32:01+0000";"2021-12-13T03:32:01+0000";"Our sister company into IT Solutions is looking for part-time Sales Executives with the following experience.  - At-least 1 year of experience in Sales (Ideally in an IT sector would be highly advantageous) - A basic knowledge of using computers  We will provide an in-depth training for the selected candidates.  Attractive commission is on offer for the right candidate.  Only those who have attached a complete resume will be short-listed.";"";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1806893606331014/327158650971191_1806893606331014";"43880";"43826";"2";"327158650971191_1806893606331014";"empty";"";"fetched (200)";"2022-08-05 17:08:24.569333";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1806893606331014/327158650971191_1806893606331014";"43936";"43826";"2";"327158650971191_1806893606331014";"empty";"";"fetched (200)";"2022-08-05 17:17:02.314558";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"327158650971191_1557869387900105/327158650971191_1842945512725823";"43828";"12157";"1";"327158650971191_1842945512725823";"data";"data.*";"fetched (200)";"2022-08-05 17:06:07.381788";"Facebook:/<page-id>/posts";"327158650971191";"SkyLine Real Estate";"2022-01-31T10:24:15+0000";"2022-01-31T10:24:15+0000";"We are a software company located in Colombo 05, looking for a suitable qualified candidate for the position of QA Engineer.  Required Skills - Degree in Computer Science - At-least 1 year of work experience as a QA Engineer - Excellent command of English Language - Capable of drafting, executing and maintaining test cases of Web, Mobile app or any other systems - Better understanding of Agile  Other Special Skills - Excellent Teamworking - Flexible - Time Management - Pleasant Personality  Selected candidates can expect a positive working environment with leadership opportunities.  Please attach your latest CV's. Kindly note that applications without CV's will be rejected.  Atrium Technologies Ltd - www.atrium.lk | atrium.global";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"327158650971191_1557869387900105/327158650971191_1842945512725823/327158650971191_1842945512725823";"43881";"43828";"2";"327158650971191_1842945512725823";"empty";"";"fetched (200)";"2022-08-05 17:08:24.981495";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
