"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.id";"from.name";"created_time";"updated_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41194";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-26T00:39:48+0000";"";"Price?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41195";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-28T07:29:52+0000";"";"Can i know the price please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41196";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-08-22T12:52:28+0000";"";"Price pls?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41197";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-27T23:42:00+0000";"";"Price please ?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41198";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-25T08:04:39+0000";"";"How much ya?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41199";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-11-20T08:50:08+0000";"";"Jayathu Senadeera ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41200";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-25T23:40:52+0000";"";"Price?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41201";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-04-08T09:27:09+0000";"";"Damitha Yapa";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41202";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-03-28T06:38:38+0000";"";"Price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41203";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-02-14T09:44:42+0000";"";"Price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41204";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-02-11T14:10:33+0000";"";"Price ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41205";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-02-07T11:35:30+0000";"";"Pp";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41206";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-28T01:02:23+0000";"";"Price please ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41207";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-25T21:40:17+0000";"";"Denise Montresor";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41208";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-25T20:07:53+0000";"";"Price pls";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41209";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-25T18:13:37+0000";"";"Price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41210";"14551";"2";"2129348240518255_3692799630839767";"data";"data.*";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"2021-01-25T15:45:53+0000";"";"Price pls";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3692799630839767/2129348240518255_3692799630839767";"41211";"14551";"2";"2129348240518255_3692799630839767";"offcut";"";"fetched (200)";"2022-08-05 15:44:29.437752";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/RameshgayanFernando";"14552";"11613";"1";"RameshgayanFernando";"offcut";"";"fetched (200)";"2022-08-05 14:51:19.182612";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3718264964959900";"14589";"11613";"1";"2129348240518255_3718264964959900";"data";"data.*";"fetched (200)";"2022-08-05 14:51:45.928282";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2021-02-03T21:21:02+0000";"2021-02-03T21:21:02+0000";"Happy Independence Day🇱🇰  #Independence  #Day #2021  #srilanka🇱🇰 ♥️♥️♥️ #Housesandlandlk";"";"0";"7";"6";"1";"0";"0";"0";"0"
"RameshgayanFernando/2129348240518255_3718264964959900/2129348240518255_3718264964959900";"41212";"14589";"2";"2129348240518255_3718264964959900";"empty";"";"fetched (200)";"2022-08-05 15:44:30.128048";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3714174442035619";"14590";"11613";"1";"2129348240518255_3714174442035619";"data";"data.*";"fetched (200)";"2022-08-05 14:51:45.928282";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2021-02-02T06:47:14+0000";"2021-02-07T18:41:12+0000";"LUXURY HOUSE FOR SALE NUGEGODA COLOMBO SRI LANKA  HOUSES &LAND.LK  Higly Residential Location  Nugegoda Good Investment Property  For Good Price  37 Perches  12000+ Square feet 20 feet Access Road  10 Bedrooms With ( A/C ) 06 Bathrooms  02 Large Living Areas 02 Kitchen maid rooms Pantry with classic style Furnitures  TV Lobby Area Roof top  Security Rooms  10+ Vehicles can park inside  Much More Details Contact Us  Email Address housesandlandlk1@gmail.com ☎️+94752264558  * Price 170M ( Nego ) *  After Inspection Good Offers Welcome  #Superluxury #houseforsale #colombo  #nugegoda #srilanka #bestplace  #bestprice #investmentproperty #luxuryliving #Home #Businessman  #investor #realestate #investing  #dontmissout #opportunity  #bestpropertiesinsrilanka  #housesandlandlk";"12";"5";"81";"74";"5";"0";"2";"0";"0"
"RameshgayanFernando/2129348240518255_3714174442035619/2129348240518255_3714174442035619";"41213";"14590";"2";"2129348240518255_3714174442035619";"data";"data.*";"fetched (200)";"2022-08-05 15:44:30.545419";"Facebook:/<post-id>/comments";"";"";"2021-02-07T18:41:12+0000";"";"NDB home loan   Hi This is Shoban from NDB bank home loan division if any further information regarding Home loan facility do not hesitate contact me on 0770211264 / 076 134 6162 (WhatsApp)";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3714174442035619/2129348240518255_3714174442035619";"41214";"14590";"2";"2129348240518255_3714174442035619";"data";"data.*";"fetched (200)";"2022-08-05 15:44:30.545419";"Facebook:/<post-id>/comments";"";"";"2021-02-02T17:55:32+0000";"";"Nice house 🏠";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3714174442035619/2129348240518255_3714174442035619";"41215";"14590";"2";"2129348240518255_3714174442035619";"data";"data.*";"fetched (200)";"2022-08-05 15:44:30.545419";"Facebook:/<post-id>/comments";"";"";"2021-02-02T15:57:50+0000";"";"Supiri";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3714174442035619/2129348240518255_3714174442035619";"41216";"14590";"2";"2129348240518255_3714174442035619";"data";"data.*";"fetched (200)";"2022-08-05 15:44:30.545419";"Facebook:/<post-id>/comments";"";"";"2021-02-02T06:58:05+0000";"";"Thl Weerasinghe Kavindya Weerasinghe";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/RameshgayanFernando";"14591";"11613";"1";"RameshgayanFernando";"offcut";"";"fetched (200)";"2022-08-05 14:51:45.928282";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274";"14735";"11613";"1";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 14:53:54.132636";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2021-03-01T17:37:57+0000";"2022-04-22T11:03:04+0000";"HOUSE FOR SALE  DEHIWALA COLOMBO SRI LANKA  HOUSES&LAND.LK  Livable Renovated House for Good Price Kalubowila off Anderson Road Land extent 20Perches  3200sqft House  4 Bedrooms 4 Bathrooms 1 Living Area 1 Kitchen  1 maid room Garden space Car parking Space  Road Frontage 50Ft  Level - Same as road  International schools, leading supermarkets, public hospital and many other located in the close proximity for your convenience  Well respected and residential Neighborhood Great Opportunity for investment Good Offer Welcome After inspection  More details call Us +94752264558  Email Address housesandlandlk1@gmail.com  Bank Loans facilities Available ✅ If you Need We arrange ✅  #Houseforsale #Dehiwala #Colombo  #SriLanka #property  #bestplace #bestprice #GoodForInvestment #investinyourself  #investor #RealEstate  #DontMissThisDeal  #bestproposal #opportunity  #housesandlandlk";"26";"36";"66";"64";"2";"0";"0";"0";"0"
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41217";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2022-04-22T10:49:46+0000";"";"Price pls";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41218";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-02T11:15:14+0000";"";"What is the price? ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41219";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-02T00:17:46+0000";"";"What is the price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41220";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-01T17:40:22+0000";"";"Price please? ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41221";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-02T01:42:58+0000";"";"Price?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41222";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T14:21:07+0000";"";"Price ?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41223";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-02T13:58:54+0000";"";"Addresses  and prices  details  please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41224";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-08-31T16:11:23+0000";"";"Price please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41225";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-05-01T11:14:27+0000";"";"Price ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41226";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-04-17T09:10:20+0000";"";"Pp?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41227";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-16T16:03:37+0000";"";"Price please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41228";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-09T19:09:22+0000";"";"Price please ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41229";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-08T07:39:14+0000";"";"Price pls";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41230";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-06T07:38:19+0000";"";"Price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41231";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-06T06:02:23+0000";"";"Price please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41232";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-05T00:58:08+0000";"";"Pp?";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41233";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-04T14:56:40+0000";"";"Price details...";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41234";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T16:41:01+0000";"";"How much";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41235";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T15:53:19+0000";"";"Prices pls";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41236";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T14:59:05+0000";"";"How much";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41237";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T14:41:05+0000";"";"price ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41238";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T07:40:52+0000";"";"Price pls";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41239";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T06:43:22+0000";"";"Price please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41240";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-03T05:27:56+0000";"";"Price ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41241";"14735";"2";"2129348240518255_3790717884381274";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"2021-03-02T22:13:13+0000";"";"Price Please";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3790717884381274/2129348240518255_3790717884381274";"41242";"14735";"2";"2129348240518255_3790717884381274";"offcut";"";"fetched (200)";"2022-08-05 15:44:31.199610";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/RameshgayanFernando";"14736";"11613";"1";"RameshgayanFernando";"offcut";"";"fetched (200)";"2022-08-05 14:53:54.132636";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3959171287535932";"14913";"11613";"1";"2129348240518255_3959171287535932";"data";"data.*";"fetched (200)";"2022-08-05 14:54:25.154981";"Facebook:/<page-id>/posts";"2129348240518255";"Houses&Land.lk";"2021-04-29T05:30:27+0000";"2021-06-08T11:44:53+0000";"COLOMBO 3 LUXURY HOUSE FOR SALE COLOMBO SRI LANKA  HOUSES&LAND.LK  Located in Palm Grove Colombo 03 Land Size 13.5perches residential property located off Duplication Road, Colombo 3, within easy access from Flower road, Unity Place, Green path.  A good range of reputed schools, leading hospitals, local supermarkets and popular restaurants are available within close proximity. And with many other recreational places right around the corner, such as sports grounds, cafes, clothing stores, Cinemas etc. (In the attachment you will find the location map)  This is a newly built luxury house with spacious living and bedrooms that consist of high quality fixtures and fittings. The amenities are as follows:  * 4 Master Bedrooms with Attached  Bathrooms * 3 Living Areas * Maids quarters and toilet * Luxury Pantry fittings and kitchen Pantry * Laundry and utility room. * Drivers quarters * Garden near the living and dinning room * Cctv System * 2 Car parking space  * Price Upon Request *  More Details Call Us +94752264558 Email Address housesandlandlk1@gmail.com  #Luxuryhouse #forsale #colombo3 #SriLanka #luxuryliving #unique #home  #colombo #lifestyle #living #house  #investment #property #propertyinvestment #investor #investing #Great #opportunity #dontmissout #dreamhome #dreamhomegoals #realestateinvestor  #bestpropertiesinsrilanka  #housesandlandlk";"11";"5";"29";"29";"0";"0";"0";"0";"0"
"RameshgayanFernando/2129348240518255_3959171287535932/2129348240518255_3959171287535932";"41243";"14913";"2";"2129348240518255_3959171287535932";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.919543";"Facebook:/<post-id>/comments";"";"";"2021-06-08T11:44:53+0000";"";"Price please ";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3959171287535932/2129348240518255_3959171287535932";"41244";"14913";"2";"2129348240518255_3959171287535932";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.919543";"Facebook:/<post-id>/comments";"";"";"2021-05-28T15:16:59+0000";"";"Please inbox price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3959171287535932/2129348240518255_3959171287535932";"41245";"14913";"2";"2129348240518255_3959171287535932";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.919543";"Facebook:/<post-id>/comments";"";"";"2021-05-14T11:58:56+0000";"";"Wow";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3959171287535932/2129348240518255_3959171287535932";"41246";"14913";"2";"2129348240518255_3959171287535932";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.919543";"Facebook:/<post-id>/comments";"";"";"2021-05-03T16:39:35+0000";"";"Price";"";"";"";"";"";"";"";"";""
"RameshgayanFernando/2129348240518255_3959171287535932/2129348240518255_3959171287535932";"41247";"14913";"2";"2129348240518255_3959171287535932";"data";"data.*";"fetched (200)";"2022-08-05 15:44:31.919543";"Facebook:/<post-id>/comments";"";"";"2021-04-29T16:37:14+0000";"";"Kindly inbox price";"";"";"";"";"";"";"";"";""
