post_id,company,created_time,updated_time,message,shares_count,comments_count,reactions_count,like_count,love_count,haha_count,wow_count,sad_count,angry_count
2129348240518255_4722466881206365,HousesLandsLk,2021-12-31T23:41:51+0000,2022-01-01T00:14:09+0000,Happy new year everyone…!  #HappyNewYear #everyone #newyear2022 #housesandlandlk,,0,7,7,0,0,0,0,0
2129348240518255_4716819558437764,HousesLandsLk,2021-12-30T06:04:29+0000,2022-01-18T16:14:03+0000,"LUXURY HOUSE THALAWATHUGODA - COLOMBO - SRI LANKA  HOUSES&LAND.LK  Residential area house located  28.5perche 3800sqft  20ft Acces road  4 - bedrooms (A/c) 3 - bathrooms 2 - living hall 4 - car parking  Large garden space Servant room  driver room, Well maintenance house & much more....  More information & book your appointment for inspection contact Us Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 752264558  Price LKR 140M  #House #forsale #thalawathugoda #colombo #SriLanka  #residentialproperty #Living #dreamhome #investmentproperty  #property #dreamhomegoals  #investinyourself #valueinvesting #dontmissout #homegoals  #bestpropertiesinsrilanka  #housesandlandlk",61,4,68,64,4,0,0,0,0
2129348240518255_4610241759095545,HousesLandsLk,2021-12-02T12:05:43+0000,2022-04-28T01:46:46+0000,"BRAND NEW LUXURY HOUSE KOTTE COLOMBO SRI LANKA  HOUSES&LAND.LK  Location - Kotte Madiwela road   Perches - 8.2 Size - 4000 sqft Bedrooms - 4 Bathrooms - 3 Living area Dining area Kitchen Water & Electricity facilities Vehicle parking space for 2 vehicles 1000 sq.ft roof top 20 feets access road to the house 4 km to Nugegoda town  1 km to Jayawardhanapura hospital 2 km to Parliament 1 km to the Jogging Track Located at quiet environment Highly residential area Don't miss out Ideal investment  20ft access road  More details & book your appointment for inspection call Us +94752264558 Email - housesandlandlk1@gmail.com  Price  48,000,000 ( Negotiable )  #BrandnewHouse #Forsale #kotte #Colombosrilanka____ #LuxuryLiving #luxurylivingstyle #dreamluxuryhome #dreamhomegoals #living #home #GoodForInvestment #propertyinvestor #DontMissThisDeal",63,15,162,143,18,0,1,0,0
2129348240518255_5004789566307427,HousesLandsLk,2022-03-30T06:22:14+0000,2022-03-30T09:05:30+0000,"CINNAMON LIFE  APARTMENT CITY - COLOMBO 2 - SRI LANKA   HOUSES&LAND.LK   • Cinnamon Life, Colombo 2 • Brand New Modern Luxury Apartment • Above 9th Floor  • City View And Sea View  • 1,238 sqft • 2 Bedrooms  • 2 Washrooms • Large balcony • Fully fitted pantry • Available for immediate occupation  • PRICE LKR 95million  More details & book your appointment for inspection contact Us Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 7522 64 558 -  +94 70 193 7033   #bestpropertiesinsrilanka  #housesandlandlk  #apartment #apartmentdecor #apartmentforsale #apartmentliving #apartments #apartmentsearch #apartmentsforsale #detroitapartments #dreamhome #homeforsale #househunting #investmentproperty #luxuryapartments #milliondollarlisting #newhome  #propertyinvestment #realestate #realestateforsale #buyer #buyers #investing #investor #investors #investorlife #propertyinvestor #realtor #realtorlife #realty #strategicbranding #tangerang #dontmissout #valueinvesting #valueyourself",10,0,8,8,0,0,0,0,0
2129348240518255_4989019601217757,HousesLandsLk,2022-03-24T08:23:03+0000,2022-06-01T05:43:45+0000,"COLOMBO 02, ALTAIR APARTMENT   HOUSES&LAND.LK  Above 12 th Floor Straight Tower (Lake View)  1627sq / 130 sq balcony  3 Bedrooms & 2 Bathrooms  1 Powder Room Maid Room & Bathroom Really Good Investment property   Don’t Miss out   ( Price Upon request only )   More details & book your appointment for inspection contact Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 7522 64 558 - +94 70 193 7033   #bestpropertiesinsrilanka  #housesandlandlk  #apartment #apartmentdecor #apartmentforsale #apartmentliving #apartments #apartmentsearch #apartmentsforsale #detroitapartments #dreamhome #homeforsale #househunting #investmentproperty #luxuryapartments #milliondollarlisting #newhome  #propertyinvestment #realestate #realestateforsale #realtor #realtorlife #realty #strategicbranding #tangerang #dontmissout #valueinvesting #valueyourself",20,19,15,15,0,0,0,0,0
2129348240518255_4926877404098644,HousesLandsLk,2022-03-01T06:38:09+0000,2022-03-04T14:12:30+0000,HOUSE FOR SALE IN PILIYANDALA - COLOMBO - SRI LANKA  HOUSES& LAND.LK  Located in Makandana piliyandala 800m for main road  12 Perch land size Bedrooms - 4 Bathrooms - 4 Living area - 2 Vehicle parking - 3 Pantry and kitchen Roller shutter gate Big Garden space Hot water system Master bedroom ( A/C ) Cctv system Road feet 20 Selling all the Furnitures including  Bank loans facilities available_ Price 35M negotiable More details & book your appointment for inspection contact  Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message : +94 752264558   #House #forsale #Piliyandala  #colombosrilanka #superbhouse #residentialproperty #homegoals  #luxurylivingstyle #luxurylifestyles #dreamhome  #propertyinvestor #investinyourself #valueinvesting #forhouse #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk,42,6,274,251,23,0,0,0,0
2129348240518255_5084234085029641,HousesLandsLk,2022-04-29T10:13:22+0000,2022-07-18T10:50:03+0000,"ARCHITECTURE DESIGN BRAND NEW HOUSE THALAWATHUGODA COLOMBO SRI LANKA   HOUSES&LAND.LK  Brand New House  Located in Kalalgoda - Gramodaya mawatha.  Property Details __   10.5 perch land size  3500sqft 15Ft road facing  One airconditioned bed room ,  1 bathroom ,living/ dining  area, pantry , kitchen,  survents quarters verandah kitchen cupboards with granite top &  4 burner cooker / oven. Modern  powder quoted aluminium cupboards  with Quartz top for pantry. 2 Vehicle parking space landscaped garden  3 - airconditioned bedrooms  2 - bathrooms ,tv lobby ,balconies Rooftop area  Materials - Tiles - Rocell / lanka tiles Toilet fittings - rocell shower cubicles with tempored glass. Pressure pump  Termite treatment from Master pest control services with warranty,  100 % brick walls Doors/windows- mahogani timber room doors - mahogani  timber Iron - Lanwa Cement- ultrateck & sanstha. Roof - timber ceiling with exposed rafters solar hotwater- solar king pvt ltd Remote controlled roller shutter -  Elcado or threesingha Elect switches- ACL Elegance type 3 phase electricity  Price - LKR 56Million  contact Us Email : housesandlandlk1@gmail.com Viewing call now__ Whatsapp / Viber / Message : +94 752264558   #bestpropertiesinsrilanka  #housesandlandlk #brandnewhouse #kalalgoda_srilanka #housebuyers #luxurylifestyle #foryou #greatinvestment #buyhouse #living #relax #homedecor #houselovers #realtor #dreamhome #househunting #investor #dontmissout #goodprice #valueprice #home",6,2,71,68,3,0,0,0,0
2129348240518255_5083710415082008,HousesLandsLk,2022-04-29T05:25:06+0000,2022-07-26T06:57:11+0000,BRAND NEW ARCHITECTURE DISIGNED HOUSE THALAWATHUGODA COLOMBO SRI LANKA   HOUSES&LAND.LK  11  Perches 5000sqft 20Ft Road facing  Highly residential location thalawathugoda. 06 - Rooms - A/C  06 - Bathrooms Hot water solar power system  Large Living Area  Two kitchen (open pantry & kitchen ) Landscape garden front and back C c t v 08 camars  Two roller shuttar door (remote ) Four vehicle parking space Over head water Tank wcket gete.   (Price Upon request only)  Great Investment  Don’t Miss out  Email-housesandlandlk1@gmail.com Call __  Whatsapp / Viber / Message +94 70 193 7033 - +94 75 226 4558 ._ ._ ._ ._ ._ #housesandlandlk #bestproperties #interiordesign #buyingahome #realtorlifestyle #sellyourhome #buyahome #houseforsale #mortgage #marketing #homebuying #listings #propertymanagement #invest #lifestyle #homedesign #investor #sellinghomes #homeownership #dreamhome #realestatemarket #firsttimehomebuyer #milliondollarlisting #goals #properties #instagood #houseexpert #investing #homesearch #investmentproperty,43,80,128,116,12,0,0,0,0
2129348240518255_5079558122163904,HousesLandsLk,2022-04-27T16:40:26+0000,2022-07-01T23:20:01+0000,"HOUSE FOR SALE NAWALA COLOMBO SRI LANKA   HOUSES&LAND.LK  • 10perch • 3500sqft • 4 Bedrooms with A/C • 3 Bathrooms  • Maids room and shower/ toilet.  • 2 Secured parking slots.  • Pantry and curry kitchen for maids, • Lounge,  • Dining hall, • Office room,  • Study room,  • TV room,  • Laundry room. • Garden facing dining and lounge  • Gated community  • 24 hour security  • Swimming pool  • Kids play area.   Located in Queen’s Park Residencies D M Colombage Mawatha  Nawala.   Architect - Madhura Prematilleke.  Built - 2012  More details & viewing contact - Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message - +94 70 193 7033 -  +94 752 264 558  #gatetcommunity #house #nawala #colombo #srilanka #superbhouse #justlisted #newlisting #property  #residentialproperty #homegoals #homebuyers #homebuying #buyers #dreamhome #forliving  #housebuying #propertyinvestor #investorlife  #investinyourself #valueinvesting  #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk",30,29,30,26,4,0,0,0,0
2129348240518255_5078152728971110,HousesLandsLk,2022-04-27T04:47:42+0000,2022-04-27T04:47:42+0000,"NAWALA HIGHLY RESIDENTIAL PROPERTY  FOR SALE COLOMBO SRI LANKA   HOUSES&LAND.LK  10 perches 3000 sqft 5 Rooms (4 with AC) available  4 Bathrooms Hot water Main line water with sum tanks 3 phase electricity  Overhead water tank  Maids toilet  2 parking spaces  Clear deed  Equipped solar power  Mobile operator base station on the roof top with monthly income Rs 60,000  PRICE 70Million   More details & viewing contact - Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message - +94 70 193 7033 - +94 752 264 558  #highlyresidential #property #nawala  #houseforsale #colombo #srilanka  #justlisted #newlisting #property  #residentialproperty #homegoals #homebuyers #homebuying #buyers #dreamhome #forliving  #housebuying #propertyinvestor #investorlife  #investinyourself #valueinvesting  #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk",16,0,4,4,0,0,0,0,0
2129348240518255_5065262723593444,HousesLandsLk,2022-04-22T08:31:02+0000,2022-06-18T04:37:46+0000,LUXURIOUS HOUSE COLOMBO 05 SRI LANKA   HOUSES&LAND.LK  15 perches - Land size  3850 Sqft 4 Bedrooms + study (One of the rooms have been converted into a beautiful TV room) 3 Bathrooms  2 Parkings space available  1 Drivers quarters  1 maids room All the furnitures including   Price Upon request only   More details Call now +94 75 226 4558 +94 70 193 7033 Email :housesandlandlk1@gmail.com Book your appointment for inspection  Whatsapp / Viber / Message - +94 70 193 7033 - +94 752 264 558  #luxuriouslifestyle  #luxuryhouse #colombo5 #srilanka  #superbhouse  #newlisting  #home #greatinvestment  #residentialproperty #homegoals #homebuyers #homebuying #houseforliving #highlydemanded #loction #buyyourhome #dreamhomes #propertyinvestor #investinyourself #valueinvesting  #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk,50,70,101,95,6,0,0,0,0
2129348240518255_5061045097348540,HousesLandsLk,2022-04-20T16:58:54+0000,2022-04-21T03:37:56+0000,STRATFORD TOWER TWO BEDROOM APARTMENT FOR SALE HAVELOCK CITY COLOMBO SRI LANKA   HOUSES&LAND.LK  • 1190 Sqft • Brandnew Apartment  • Stratford Tower • 2 Bedrooms • 2 Bathrooms • Garden View • Living  • Dining • Kitchen • Pantry • Maid's room & Bathroom • Fully Air Conditioned • Gymnasium • Swimming Pool • Club house • Good Management committee • 24h security  Price LKR 65M negotiable   Good Investment  Don’t Miss out  More details & book your appointment for inspection contact Us  Email-housesandlandlk1@gmail.com Whatsapp / Viber / Message +94 70 193 7033 - +94 75 226 4558  #brandnewapartment #colombo5 #srilanka  #bestpropertiesinsrilanka  #housesandlandlk  #apartment #apartmentdecor #apartmentforsale #apartmentliving #apartments #apartmentsearch #apartmentsforsale  #detroitapartments #dreamhome #homeforsale #househunting #investmentproperty #luxuryapartments #milliondollarlisting #newhome  #propertyinvestment #realestate #realestateforsale #realtor #realtorlife #realty #strategicbranding #tangerang #dontmissout #valuableinvestment,18,0,20,18,2,0,0,0,0
2129348240518255_5053331338119916,HousesLandsLk,2022-04-17T15:44:01+0000,2022-04-20T11:48:25+0000,PITA KOTTE HOUSE - COLOMBO - SRI LANKA   HOUSES&LAND.LK  10 Perch Land size  3000 square feet  Located in highly residential area Pita kotte   • 4 Bedrooms (3 rooms balconies ) • 3 Bathrooms • 1 Office & Tv Room • Kitchen & pantry cupboards  • 2 Paraking Space • Rooftop • Unfurnished  • Friendly and quiet neighborhood   Price 55M  Bank loans facilities available More details & book your appointment for inspection contact - Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message - +94 70 193 7033 - +94 752 264 558  #House #forsale #pitakotte #colombo #SriLanka #superbhouse #newlisting #property #home #greatinvestment #dreamhome  #luxurylifestyle #houselovers #dreamhouselover #residentialproperty #homegoals #homebuyers #homebuying #buyers #housebuyer  #luxuriouslifestyle #dreamhomes  #propertyinvestor #investinyourself #valueinvesting  #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk,46,50,82,82,0,0,0,0,0
2129348240518255_5031630536956663,HousesLandsLk,2022-04-09T08:55:49+0000,2022-06-27T06:51:57+0000,"DEHIWALA APARTMENT FOR SALE COLOMBO  SRI LANKA   HOUSES&LAND.LK  THREE BEDROOM MODERN APARTMENT IN MARINA DRIVE DEHIWALA.   •Spacious 3 bedroom apartment with    direct access to marine drive,galle road & the beach.  •Master room with attached bathroom. •Separate common bathroom two rooms •All three rooms with  spacious balconies with    city view and partial sea view.  •Spacious living and dining room with balcony. •Pantry  with granite top and mohogony    pantry cupboards.  •Grade A timber for all doors. •Reserved car park •24 hour Security  •Rooftop common area   PRICE 34Million rupees   More details & book your appointment for inspection contact Us Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message +94 70 193 7033  +94 75 226 4558  #bestpropertiesinsrilanka  #housesandlandlk  #apartmentdecor #apartmentforsale #apartmentliving #apartments #apartmentsearch #apartmentsforsale #detroitapartments #dreamhome #homeforsale #househunting #investmentproperty #luxuryapartments #milliondollarlisting #newhome  #propertyinvestment #realestate #buyer #realtor #realtorlife #realty #strategicbranding #tangerang #dontmissout #valueinvesting #valueyourself #apartment #buyers",24,32,27,26,1,0,0,0,0
2129348240518255_5025988007520916,HousesLandsLk,2022-04-07T05:32:34+0000,2022-06-26T05:42:41+0000,THALAWATHUGODA HOUSE FOR SALE - COLOMBO SRI LANKA   HOUSES&LAND.LK  10 Perches  4300sqft  •4 Bedrooms (1 Master bedroom ) •4 bathrooms •2 Living area •1 Kitchen & pantry  •2 Car paraking garage • Roof top • Roller gates • Unfurnished  • Friendly and quiet neighborhood  Built with the best quality materials. All Basic Amenities Fitted with the Best Quality Products.  Bank loans facilities available More details & book your appointment for inspection contact - Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message - +94 70 193 7033 - +94 752 264 558  #Brandnewhouse #forsale #thalawathugoda  #colombo #SriLanka #superbhouse #justlisted #newlisting #property #home #greatinvestment  #residentialproperty #homegoals #homebuyers #homebuying #buyers #decohome_official  #luxuriouslifestyle #dreamhomes  #propertyinvestor #investinyourself #valueinvesting  #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk,7,23,39,39,0,0,0,0,0
2129348240518255_5012696735516710,HousesLandsLk,2022-04-02T04:27:59+0000,2022-04-02T09:03:38+0000,"LUXURY HOUSE FOR SALE - MALABE -  COLOMBO - SRI LANKA   HOUSES&LAND.LK  Architecturally Designed Three Storied Luxury House   • 10 perches  • 4300 Square feet  • 20 Feet wide road access  • Located in an exclusive residential neighborhood. • 700 meters from Malabe Junction towards                                • Both side parking facilities for 2 Vehicles with Remote Controlled Roller Shutter & Sliding with a Swing Gate.  • 5 Bedrooms Master Bedroom with LG Inverter A/C and Balcony, 2 Spacious Bedrooms, 1 Baby Bedroom & 1 Visitor's Room. • 4 Luxury Bathrooms & Servant's Toilet etc. • Living and Dinning Consists of Specious Living (with separate Primary & Secondary sitting areas) at Ground Floor, 1 Floor & 2"" Floor. • Dinning Room, TV Lounge, Sitting Areas, Modern Pantry & Kitchen, and Garden Areas. 1"" Floor Pantry & Utility with Washing Machine Area. • CCTV, PEO TV, Solar Hot Water, Telephone, Door & Window censured Security Burglary Alarm and Night   Vision Door Phone video system.  • Much more details & bank loans facilities available & book your appointment for inspection contact - Email : housesandlandlk1@gmail.com Whatsapp / Viber / Message - +94 70 193 7033 -       +94 752 264 558  (Price LKR 60M)  #Luxuryhouse #forsale #malabe  #colombo #SriLanka #superbhouse #justlisted #newlisting #propertysales  #home #greatinvestment #dreamhomegoals  #residentialproperty #homegoals #homebuyers #homebuying #buyers  #luxuriouslifestyle #dreamhomes #propertyinvestor #investinyourself #valueinvesting  #dontmissout  #bestpropertiesinsrilanka  #housesandlandlk",25,0,16,14,2,0,0,0,0
